case_name,Lobs[erg/s],dLobs-[erg/s],dLobs+[erg/s],Tobs[K],dTobs-[K],dTobs+[K]
ASASSN-18pg/AT2018dyb,1.12E+44,4.91E+43,4.63E+43,25000,5000,5000
